id,sepostulo
604,1.0
605,1.0
606,0.75
607,1.0
608,1.0
609,0.025824175824175823
610,0.06068528693528694
611,1.0
612,1.0
613,1.0
614,1.0
615,1.0
616,1.0
617,1.0
618,1.0
619,0.7
620,1.0
621,1.0
622,1.0
623,1.0
624,1.0
625,1.0
626,1.0
627,1.0
628,1.0
629,0.75
630,0.75
631,1.0
632,1.0
633,1.0
634,1.0
635,1.0
636,1.0
637,0.18560064935064935
638,0.75
639,1.0
640,0.09261562998405104
641,1.0
642,0.0
643,1.0
644,1.0
645,1.0
646,1.0
647,0.7
648,1.0
649,1.0
650,1.0
651,1.0
652,1.0
653,1.0
654,1.0
655,1.0
656,1.0
657,1.0
658,0.0
659,1.0
660,1.0
661,1.0
662,1.0
663,1.0
664,1.0
665,1.0
666,0.7
667,1.0
668,0.7
669,1.0
670,1.0
671,1.0
672,1.0
673,1.0
674,1.0
675,1.0
676,1.0
677,1.0
678,1.0
679,1.0
680,1.0
681,1.0
682,1.0
683,1.0
684,1.0
685,1.0
686,1.0
687,0.7
688,0.7
689,1.0
690,1.0
691,1.0
692,1.0
693,1.0
694,0.7
695,0.7
696,1.0
697,1.0
698,1.0
699,1.0
700,0.6
701,1.0
702,0.18058608058608058
703,1.0
704,0.11742424242424243
705,0.00625
706,1.0
707,1.0
708,1.0
709,1.0
710,0.65
711,1.0
712,1.0
713,1.0
714,1.0
715,0.0
716,1.0
717,0.09880952380952382
718,1.0
719,0.0
720,0.04166666666666667
721,1.0
722,0.016666666666666666
723,0.02857142857142857
724,0.3412121212121212
725,0.03333333333333333
726,0.7
727,1.0
728,0.02857142857142857
729,1.0
730,1.0
731,1.0
732,0.7
733,1.0
734,1.0
735,0.7
736,1.0
737,1.0
738,1.0
739,1.0
740,1.0
741,1.0
742,1.0
743,1.0
744,1.0
745,1.0
746,1.0
747,0.7
748,1.0
749,0.75
750,1.0
751,0.4195075757575758
752,1.0
753,1.0
754,1.0
755,1.0
756,1.0
757,1.0
758,1.0
759,1.0
760,1.0
761,1.0
762,1.0
763,1.0
764,1.0
765,1.0
766,1.0
767,1.0
768,1.0
769,1.0
770,1.0
771,1.0
772,1.0
773,1.0
774,1.0
775,1.0
776,1.0
777,1.0
778,1.0
779,1.0
780,1.0
781,1.0
782,1.0
783,0.75
784,0.75
785,1.0
786,1.0
787,1.0
788,1.0
789,1.0
790,1.0
791,1.0
792,1.0
793,1.0
794,1.0
795,1.0
796,1.0
797,1.0
798,1.0
799,0.75
800,1.0
801,0.03125
802,1.0
803,1.0
804,1.0
805,1.0
806,0.02222222222222222
807,1.0
808,1.0
809,1.0
810,1.0
811,1.0
812,1.0
813,1.0
814,1.0
815,1.0
816,1.0
817,1.0
818,1.0
819,1.0
820,1.0
821,1.0
822,1.0
823,1.0
824,1.0
825,1.0
826,0.75
827,1.0
828,1.0
829,1.0
830,1.0
831,0.7
832,1.0
833,1.0
834,1.0
835,1.0
836,1.0
837,1.0
838,1.0
839,1.0
840,1.0
841,1.0
842,1.0
843,0.75
844,1.0
845,0.75
846,0.02142857142857143
847,0.0
848,0.0
849,0.75
850,1.0
851,0.75
852,0.0
853,0.02727272727272727
854,0.05357142857142857
855,1.0
856,0.056393606393606396
857,0.75
858,0.048701298701298704
859,0.0
860,0.0
861,1.0
862,1.0
863,0.32857142857142857
864,0.75
865,1.0
866,1.0
867,1.0
868,1.0
869,1.0
870,0.0
871,0.75
872,0.0125
873,0.09428571428571428
874,0.05833333333333333
875,0.0
876,0.75
877,0.4912630936315147
878,0.025
879,1.0
880,1.0
881,1.0
882,1.0
883,0.0
884,0.75
885,0.75
886,0.028333333333333332
887,1.0
888,0.028333333333333332
889,1.0
890,0.7
891,0.0
892,0.7
893,1.0
894,1.0
895,0.02
896,0.02
897,1.0
898,0.005
899,0.02
900,0.09916666666666665
901,0.05333333333333333
902,0.0
903,0.05333333333333333
904,1.0
905,1.0
906,0.03428571428571429
907,0.3176373626373626
908,1.0
909,0.03666666666666667
910,1.0
911,0.02
912,0.0
913,0.75
914,0.17597069597069598
915,0.02357142857142857
916,0.75
917,1.0
918,0.75
919,0.0
920,0.75
921,1.0
922,1.0
923,1.0
924,0.04206349206349207
925,1.0
926,1.0
927,0.7
928,1.0
929,1.0
930,1.0
931,1.0
932,1.0
933,1.0
934,1.0
935,1.0
936,1.0
937,1.0
938,0.05
939,1.0
940,1.0
941,1.0
942,1.0
943,1.0
944,1.0
945,0.7
946,1.0
947,1.0
948,1.0
949,1.0
950,1.0
951,1.0
952,1.0
953,1.0
954,1.0
955,1.0
956,0.03
957,1.0
958,0.009401709401709401
959,1.0
960,0.07166666666666666
961,0.0
962,0.3383333333333333
963,0.0
964,0.04755244755244755
965,1.0
966,1.0
967,0.12062271062271061
968,0.27324786324786327
969,0.29626581751581754
970,1.0
971,0.045384615384615384
972,0.03
973,1.0
974,1.0
975,1.0
976,1.0
977,0.24702380952380948
978,0.7
979,1.0
980,1.0
981,1.0
982,1.0
983,1.0
984,0.8145342157842158
985,0.12142857142857144
986,0.30641233766233766
987,1.0
988,0.10563492063492064
989,1.0
990,1.0
991,1.0
992,1.0
993,1.0
994,0.11690476190476191
995,1.0
996,1.0
997,1.0
998,1.0
999,0.7
1000,1.0
1001,1.0
1002,1.0
1003,1.0
1004,1.0
1005,1.0
1006,1.0
1007,1.0
1008,1.0
1009,1.0
1010,1.0
1011,1.0
1012,1.0
1013,1.0
1014,0.7
1015,1.0
1016,1.0
1017,1.0
1018,0.16243444055944056
1019,0.15420454545454546
1020,0.7
1021,1.0
1022,1.0
1023,1.0
1024,1.0
1025,1.0
1026,1.0
1027,1.0
1028,1.0
1029,1.0
1030,1.0
1031,0.65
1032,1.0
1033,1.0
1034,1.0
1035,1.0
1036,1.0
1037,1.0
1038,1.0
1039,1.0
1040,0.05
1041,1.0
1042,1.0
1043,1.0
1044,1.0
1045,1.0
1046,1.0
1047,1.0
1048,1.0
1049,0.7
1050,1.0
1051,1.0
1052,1.0
1053,1.0
1054,1.0
1055,1.0
1056,1.0
1057,1.0
1058,1.0
1059,1.0
1060,1.0
1061,1.0
1062,0.7
1063,1.0
1064,1.0
1065,1.0
1066,1.0
1067,1.0
1068,0.1
1069,1.0
1070,1.0
1071,1.0
1072,1.0
1073,1.0
1074,1.0
1075,0.7
1076,0.08892857142857143
1077,1.0
1078,0.03333333333333333
1079,0.7
1080,1.0
1081,1.0
1082,0.0
1083,1.0
1084,1.0
1085,1.0
1086,1.0
1087,1.0
1088,1.0
1089,0.7
1090,0.02222222222222222
1091,0.02
1092,0.08214285714285714
1093,0.0
1094,0.05416666666666666
1095,0.004166666666666667
1096,1.0
1097,0.004166666666666667
1098,0.05
1099,1.0
1100,1.0
1101,0.06666666666666667
1102,1.0
1103,0.06666666666666667
1104,1.0
1105,0.06666666666666667
1106,0.05
1107,1.0
1108,0.18854166666666666
1109,0.18595399698340875
1110,1.0
1111,0.03125
1112,0.07333333333333333
1113,0.10416666666666667
1114,0.08214285714285714
1115,1.0
1116,1.0
1117,0.016666666666666666
1118,0.1
1119,0.05416666666666666
1120,1.0
1121,1.0
1122,0.0
1123,0.018333333333333333
1124,1.0
1125,1.0
1126,0.06666666666666667
1127,1.0
1128,0.018333333333333333
1129,0.0
1130,1.0
1131,0.02222222222222222
1132,1.0
1133,0.05
1134,0.05
1135,0.05887445887445887
1136,0.0
1137,0.004166666666666667
1138,0.05
1139,0.0
1140,1.0
1141,0.10416666666666667
1142,0.06388888888888888
1143,0.02
1144,0.09333333333333334
1145,0.04007936507936508
1146,0.0
1147,0.004166666666666667
1148,1.0
1149,1.0
1150,0.06999999999999999
1151,1.0
1152,0.0
1153,0.20306022408963584
1154,0.004166666666666667
1155,1.0
1156,0.004166666666666667
1157,0.0
1158,0.05416666666666666
1159,0.06666666666666667
1160,0.2857142857142857
1161,0.0
1162,0.05
1163,1.0
1164,1.0
1165,1.0
1166,0.027142857142857146
1167,0.05416666666666666
1168,0.07166666666666667
1169,1.0
1170,0.05
1171,1.0
1172,1.0
1173,1.0
1174,0.0
1175,0.08214285714285714
1176,0.6
1177,0.0375
1178,0.10416666666666667
1179,1.0
1180,1.0
1181,1.0
1182,0.17617521367521366
1183,0.0
1184,0.05
1185,0.1338095238095238
1186,0.016666666666666666
1187,1.0
1188,0.0
1189,1.0
1190,1.0
1191,1.0
1192,0.015
1193,1.0
1194,0.016666666666666666
1195,0.004166666666666667
1196,0.06388888888888888
1197,1.0
1198,0.05
1199,0.06666666666666667
1200,0.7
1201,0.3229166666666667
1202,0.018333333333333333
1203,1.0
1204,0.05
1205,1.0
1206,1.0
1207,1.0
1208,1.0
1209,1.0
1210,1.0
1211,0.0
1212,1.0
1213,1.0
1214,1.0
1215,0.3943154068154068
1216,0.19525974025974024
1217,0.6141666666666666
1218,0.4065674603174603
1219,1.0
1220,0.0
1221,0.423459595959596
1222,1.0
1223,1.0
1224,0.552336691086691
1225,1.0
1226,0.2663311688311688
1227,0.22943181818181818
1228,0.0
1229,0.34356060606060607
1230,0.55
1231,1.0
1232,0.7
1233,1.0
1234,0.7
1235,1.0
1236,1.0
1237,1.0
1238,0.75
1239,1.0
1240,1.0
1241,0.75
1242,1.0
1243,1.0
1244,1.0
1245,1.0
1246,1.0
1247,0.7
1248,0.7
1249,1.0
1250,1.0
1251,1.0
1252,1.0
1253,1.0
1254,1.0
1255,1.0
1256,0.19722222222222224
1257,0.2470454545454545
1258,1.0
1259,1.0
1260,1.0
1261,1.0
1262,1.0
1263,1.0
1264,1.0
1265,1.0
1266,0.029230769230769234
1267,1.0
1268,1.0
1269,1.0
1270,1.0
1271,1.0
1272,1.0
1273,1.0
1274,0.75
1275,1.0
1276,1.0
1277,1.0
1278,0.0
1279,0.0
1280,0.0
1281,1.0
1282,0.07082251082251081
1283,0.03506493506493506
1284,1.0
1285,0.75
1286,0.13666666666666666
1287,0.05333333333333333
1288,1.0
1289,0.04642857142857143
1290,1.0
1291,1.0
1292,0.01
1293,0.75
1294,0.05
1295,1.0
1296,1.0
1297,1.0
1298,0.04618538324420677
1299,1.0
1300,0.0
1301,0.03666666666666667
1302,0.10326923076923078
1303,0.1545436507936508
1304,0.18372023809523808
1305,0.75
1306,1.0
1307,0.0
1308,0.12972222222222224
1309,0.18969155844155844
1310,0.75
1311,1.0
1312,1.0
1313,0.049513305322128845
1314,1.0
1315,1.0
1316,1.0
1317,0.14970352145274746
1318,1.0
1319,0.22686507936507935
1320,0.28658591408591405
1321,0.06714285714285714
1322,0.0
1323,1.0
1324,1.0
1325,1.0
1326,1.0
1327,1.0
1328,1.0
1329,1.0
1330,1.0
1331,1.0
1332,1.0
1333,1.0
1334,1.0
1335,0.40116888422035474
1336,0.10714285714285714
1337,0.7
1338,1.0
1339,1.0
1340,0.75
1341,0.75
1342,1.0
1343,0.7
1344,0.05
1345,0.7
1346,1.0
1347,1.0
1348,1.0
1349,1.0
1350,0.7
1351,0.1
1352,1.0
1353,0.7
1354,1.0
1355,1.0
1356,1.0
1357,1.0
1358,1.0
1359,1.0
1360,1.0
1361,1.0
1362,0.75
1363,1.0
1364,1.0
1365,1.0
1366,1.0
1367,1.0
1368,1.0
1369,1.0
1370,1.0
1371,1.0
1372,0.03506493506493506
1373,1.0
1374,1.0
1375,0.0
1376,0.0853146853146853
1377,1.0
1378,1.0
1379,0.0
1380,0.09404817404817403
1381,1.0
1382,1.0
1383,1.0
1384,0.06916666666666667
1385,0.08571428571428572
1386,1.0
1387,1.0
1388,1.0
1389,1.0
1390,1.0
1391,1.0
1392,1.0
1393,0.75
1394,1.0
1395,1.0
1396,1.0
1397,1.0
1398,0.004545454545454545
1399,0.021875
1400,1.0
1401,0.75
1402,0.1155448717948718
1403,1.0
1404,0.021875
1405,1.0
1406,0.024375
1407,0.2977800671550671
1408,1.0
1409,1.0
1410,1.0
1411,1.0
1412,1.0
1413,1.0
1414,1.0
1415,1.0
1416,1.0
1417,1.0
1418,0.7
1419,1.0
1420,1.0
1421,0.7
1422,1.0
1423,1.0
1424,0.7
1425,1.0
1426,1.0
1427,1.0
1428,1.0
1429,0.7
1430,1.0
1431,1.0
1432,1.0
1433,1.0
1434,1.0
1435,1.0
1436,0.08857142857142856
1437,1.0
1438,1.0
1439,0.07928571428571429
1440,1.0
1441,1.0
1442,1.0
1443,1.0
1444,1.0
1445,1.0
1446,1.0
1447,0.7
1448,1.0
1449,1.0
1450,1.0
1451,1.0
1452,1.0
1453,1.0
1454,1.0
1455,1.0
1456,1.0
1457,1.0
1458,1.0
1459,1.0
1460,1.0
1461,1.0
1462,1.0
1463,1.0
1464,1.0
1465,1.0
1466,1.0
1467,1.0
1468,1.0
1469,1.0
1470,1.0
1471,1.0
1472,1.0
1473,1.0
1474,1.0
1475,1.0
1476,1.0
1477,1.0
1478,1.0
1479,1.0
1480,1.0
1481,0.7
1482,1.0
1483,1.0
1484,1.0
1485,1.0
1486,1.0
1487,1.0
1488,1.0
1489,0.7
1490,1.0
1491,1.0
1492,1.0
1493,1.0
1494,1.0
1495,1.0
1496,1.0
1497,1.0
1498,1.0
1499,1.0
1500,1.0
1501,1.0
1502,1.0
1503,1.0
1504,1.0
1505,1.0
1506,0.7
1507,1.0
1508,1.0
1509,1.0
1510,0.7
1511,1.0
1512,0.04880952380952381
1513,1.0
1514,1.0
1515,0.7
1516,1.0
1517,1.0
1518,1.0
1519,0.05333333333333333
1520,1.0
1521,1.0
1522,0.041666666666666664
1523,1.0
1524,0.15234478241057187
1525,1.0
1526,1.0
1527,1.0
1528,0.06067460317460318
1529,0.08936507936507936
1530,1.0
1531,0.75
1532,1.0
1533,0.17318265068265068
1534,0.18958333333333333
1535,1.0
1536,0.0
1537,1.0
1538,1.0
1539,0.05701754385964912
1540,1.0
1541,0.75
1542,1.0
1543,1.0
1544,1.0
1545,1.0
1546,1.0
1547,1.0
1548,1.0
1549,1.0
1550,1.0
1551,1.0
1552,1.0
1553,0.0
1554,1.0
1555,0.18656565656565655
1556,0.7
1557,1.0
1558,1.0
1559,1.0
1560,1.0
1561,1.0
1562,0.33140151515151517
1563,1.0
1564,1.0
1565,1.0
1566,1.0
1567,1.0
1568,1.0
1569,0.7
1570,1.0
1571,1.0
1572,1.0
1573,1.0
1574,1.0
1575,1.0
1576,1.0
1577,1.0
1578,1.0
1579,1.0
1580,1.0
1581,1.0
1582,1.0
1583,0.17238237639553428
1584,0.185
1585,1.0
1586,0.0
1587,1.0
1588,1.0
1589,0.0
1590,0.1
1591,1.0
1592,1.0
1593,1.0
1594,1.0
1595,1.0
1596,1.0
1597,1.0
1598,1.0
1599,1.0
1600,1.0
1601,1.0
1602,1.0
1603,1.0
1604,0.7
1605,1.0
1606,1.0
1607,1.0
1608,0.65
1609,1.0
1610,1.0
1611,1.0
1612,1.0
1613,1.0
1614,1.0
1615,1.0
1616,0.6
1617,1.0
1618,1.0
1619,1.0
1620,1.0
1621,1.0
1622,1.0
1623,1.0
1624,0.05
1625,1.0
1626,1.0
1627,1.0
1628,1.0
1629,1.0
1630,1.0
1631,1.0
1632,1.0
1633,0.029120879120879118
1634,0.03791666666666667
1635,1.0
1636,0.10571428571428572
1637,0.0
1638,0.021249999999999998
1639,0.13363095238095238
1640,0.0
1641,1.0
1642,0.1905194805194805
1643,1.0
1644,0.11499999999999999
1645,1.0
1646,0.7
1647,1.0
1648,1.0
1649,1.0
1650,1.0
1651,1.0
1652,1.0
1653,1.0
1654,1.0
1655,1.0
1656,1.0
1657,1.0
1658,1.0
1659,1.0
1660,1.0
1661,1.0
1662,1.0
1663,0.65
1664,0.65
1665,1.0
1666,1.0
1667,1.0
1668,1.0
1669,1.0
1670,1.0
1671,1.0
1672,0.7
1673,1.0
1674,1.0
1675,1.0
1676,1.0
1677,1.0
1678,1.0
1679,1.0
1680,1.0
1681,1.0
1682,1.0
1683,1.0
1684,1.0
1685,1.0
1686,1.0
1687,1.0
1688,1.0
1689,1.0
1690,1.0
1691,1.0
1692,1.0
1693,1.0
1694,1.0
1695,1.0
1696,1.0
1697,1.0
1698,1.0
1699,1.0
1700,1.0
1701,1.0
1702,1.0
1703,1.0
1704,1.0
1705,1.0
1706,0.28418767507002796
1707,0.0
1708,0.5290639589169001
1709,0.0
1710,0.365
1711,0.19678571428571429
1712,0.02708333333333333
1713,0.466999666999667
1714,0.11251248751248752
1715,1.0
1716,0.0
1717,0.28338680926916215
1718,0.234011544011544
1719,0.07954545454545454
1720,1.0
1721,0.3322777222777223
1722,0.22117424242424244
1723,0.19053030303030302
1724,0.55
1725,0.75
1726,0.18613636363636363
1727,0.07142857142857142
1728,1.0
1729,1.0
1730,1.0
1731,0.0
1732,1.0
1733,1.0
1734,1.0
1735,1.0
1736,0.05757575757575758
1737,1.0
1738,1.0
1739,1.0
1740,0.010714285714285714
1741,0.14218045112781957
1742,0.06071428571428571
1743,1.0
1744,1.0
1745,1.0
1746,1.0
1747,1.0
1748,1.0
1749,1.0
1750,1.0
1751,1.0
1752,1.0
1753,1.0
1754,1.0
1755,0.65
1756,1.0
1757,1.0
1758,1.0
1759,1.0
1760,1.0
1761,1.0
1762,1.0
1763,1.0
1764,1.0
1765,1.0
1766,1.0
1767,1.0
1768,1.0
1769,1.0
1770,0.75
1771,1.0
1772,1.0
1773,1.0
1774,1.0
1775,1.0
1776,1.0
1777,1.0
1778,1.0
1779,0.16454212454212452
1780,0.005
1781,1.0
1782,0.013025210084033612
1783,0.06569444444444444
1784,1.0
1785,1.0
1786,0.005
1787,1.0
1788,0.01380952380952381
1789,0.10899590605472957
1790,1.0
1791,1.0
1792,0.7
1793,1.0
1794,1.0
1795,1.0
1796,1.0
1797,1.0
1798,1.0
1799,0.7
1800,1.0
1801,1.0
1802,1.0
1803,1.0
1804,1.0
1805,1.0
1806,1.0
1807,1.0
1808,1.0
1809,1.0
1810,1.0
1811,1.0
1812,1.0
1813,1.0
1814,1.0
1815,1.0
1816,1.0
1817,1.0
1818,0.0
1819,1.0
1820,1.0
1821,1.0
1822,1.0
1823,1.0
1824,1.0
1825,1.0
1826,1.0
1827,1.0
1828,1.0
1829,1.0
1830,1.0
1831,1.0
1832,1.0
1833,1.0
1834,1.0
1835,1.0
1836,1.0
1837,1.0
1838,0.0
1839,1.0
1840,1.0
1841,0.75
1842,1.0
1843,0.22916666666666666
1844,1.0
1845,0.12282051282051283
1846,0.17472222222222222
1847,1.0
1848,1.0
1849,1.0
1850,1.0
1851,1.0
1852,1.0
1853,1.0
1854,1.0
1855,1.0
1856,1.0
1857,1.0
1858,1.0
1859,1.0
1860,1.0
1861,1.0
1862,1.0
1863,0.7
1864,1.0
1865,0.7
1866,1.0
1867,0.7
1868,1.0
1869,1.0
1870,1.0
1871,0.7
1872,1.0
1873,1.0
1874,1.0
1875,1.0
1876,1.0
1877,1.0
1878,1.0
1879,1.0
1880,1.0
1881,1.0
1882,1.0
1883,1.0
1884,1.0
1885,1.0
1886,1.0
1887,1.0
1888,1.0
1889,1.0
1890,1.0
1891,1.0
1892,0.7
1893,1.0
1894,1.0
1895,1.0
1896,1.0
1897,1.0
1898,1.0
1899,0.7
1900,1.0
1901,1.0
1902,1.0
1903,1.0
1904,1.0
1905,1.0
1906,1.0
1907,1.0
1908,1.0
1909,1.0
1910,1.0
1911,1.0
1912,1.0
1913,1.0
1914,1.0
1915,1.0
1916,0.08906593406593406
1917,1.0
1918,0.0
1919,1.0
1920,0.05714285714285714
1921,1.0
1922,0.7
1923,1.0
1924,1.0
1925,1.0
1926,1.0
1927,0.0125
1928,1.0
1929,1.0
1930,1.0
1931,1.0
1932,0.7
1933,1.0
1934,1.0
1935,1.0
1936,1.0
1937,1.0
1938,0.65
1939,1.0
1940,1.0
1941,0.7
1942,1.0
1943,1.0
1944,1.0
1945,1.0
1946,1.0
1947,1.0
1948,1.0
1949,1.0
1950,0.7
1951,1.0
1952,1.0
1953,1.0
1954,1.0
1955,1.0
1956,1.0
1957,1.0
1958,1.0
1959,1.0
1960,1.0
1961,1.0
1962,1.0
1963,1.0
1964,1.0
1965,1.0
1966,1.0
1967,1.0
1968,1.0
1969,1.0
1970,1.0
1971,1.0
1972,1.0
1973,1.0
1974,0.7
1975,1.0
1976,1.0
1977,1.0
1978,1.0
1979,1.0
1980,1.0
1981,1.0
1982,1.0
1983,1.0
1984,1.0
1985,1.0
1986,1.0
1987,1.0
1988,1.0
1989,1.0
1990,1.0
1991,1.0
1992,1.0
1993,1.0
1994,1.0
1995,1.0
1996,1.0
1997,1.0
1998,1.0
1999,1.0
2000,1.0
2001,1.0
2002,1.0
2003,0.7
